operator_id,operator_name,operator_kind,kernel_name,kernel_time_percent(%)
11,aten::index,aten,"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",<0.01
11,aten::index,aten,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",0.05
12,aten::index_select,aten,"void at::native::(anonymous namespace)::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, 2, -2>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, long)",<0.01
13,aten::masked_fill_,aten,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1} const&)::{lambda(int)#1})",0.05
13,aten::masked_fill_,aten,"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16, bool)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16, bool)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16, bool)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16, bool)#1} const&)::{lambda(int)#1})",0.03
14,aten::mm,aten,nvjet_tst_144x64_64x8_2x1_v_bz_TNN,5.99
14,aten::mm,aten,nvjet_tst_16x64_64x16_4x1_v_bz_splitK_TNN,0.34
14,aten::mm,aten,nvjet_tst_192x16_64x8_4x1_v_bz_TNT,0.10
14,aten::mm,aten,nvjet_tst_192x176_64x4_1x1_h_bz_coopB_TNT,0.46
14,aten::mm,aten,nvjet_tst_192x192_64x4_2x1_v_bz_coopB_TNN,23.44
14,aten::mm,aten,nvjet_tst_192x32_64x7_4x1_v_bz_TNT,0.19
14,aten::mm,aten,nvjet_tst_192x8_64x8_4x1_v_bz_TNT,0.12
14,aten::mm,aten,nvjet_tst_24x64_64x16_2x1_v_bz_TNN,<0.01
14,aten::mm,aten,nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT,2.94
14,aten::mm,aten,nvjet_tst_256x160_64x4_1x2_h_bz_coopA_TNT,0.54
14,aten::mm,aten,nvjet_tst_256x16_64x6_2x1_v_bz_TNT,0.02
14,aten::mm,aten,nvjet_tst_256x24_64x6_2x1_v_bz_TNT,0.02
14,aten::mm,aten,nvjet_tst_256x32_64x5_2x1_v_bz_TNT,0.02
14,aten::mm,aten,nvjet_tst_256x40_64x5_2x1_v_bz_TNT,0.02
14,aten::mm,aten,nvjet_tst_256x48_64x5_2x1_v_bz_TNT,0.02
14,aten::mm,aten,nvjet_tst_256x56_64x5_2x1_v_bz_TNT,0.02
14,aten::mm,aten,nvjet_tst_256x8_64x6_2x1_v_bz_TNT,0.02
14,aten::mm,aten,nvjet_tst_320x128_64x3_1x2_h_bz_coopB_TNT,24.95
14,aten::mm,aten,nvjet_tst_320x64_64x4_2x1_v_bz_TNT,0.59
14,aten::mm,aten,nvjet_tst_48x64_64x15_1x2_h_bz_TNN,0.29
14,aten::mm,aten,nvjet_tst_48x64_64x15_1x4_h_bz_TNN,<0.01
14,aten::mm,aten,nvjet_tst_64x16_64x16_2x1_v_bz_TNT,0.03
14,aten::mm,aten,nvjet_tst_64x16_64x16_4x1_v_bz_TNT,0.08
14,aten::mm,aten,nvjet_tst_64x32_64x16_2x1_v_bz_TNT,0.07
14,aten::mm,aten,nvjet_tst_64x32_64x16_4x1_v_bz_TNT,0.16
14,aten::mm,aten,nvjet_tst_64x64_64x13_2x1_v_bz_TNT,2.17
14,aten::mm,aten,nvjet_tst_64x64_64x13_4x1_v_bz_TNT,4.39
14,aten::mm,aten,nvjet_tst_64x8_64x16_1x1_h_bz_splitK_TNT,<0.01
14,aten::mm,aten,nvjet_tst_64x8_64x16_2x1_v_bz_TNT,0.04
14,aten::mm,aten,nvjet_tst_64x8_64x16_2x1_v_bz_splitK_TNT,0.01
14,aten::mm,aten,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,0.08
14,aten::mm,aten,nvjet_tst_80x64_64x11_4x1_v_bz_TNN,0.64
15,aten::scatter_,aten,"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",<0.01
16,aten::sub,aten,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)",<0.01
16,aten::sub,aten,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<int>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::CUDAFunctor_add<int>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)",<0.01
16,aten::sub,aten,"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",<0.01
16,aten::sub,aten,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<int>, std::array<char*, 2ul>)",<0.01
16,aten::sub,aten,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<int>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<int>, std::array<char*, 3ul>)",<0.01
17,_vllm_fa3_C::fwd,custom,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<128>, cute::C<80>, cute::C<256> >, 256, cutlass::bfloat16_t, float, cutlass::arch::Sm90, true, false, false, true, true, false, false, true, true, true, false, false, cutlass::bfloat16_t, 1>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<128>, cute::C<256>, cute::C<80> >, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cutlass::bfloat16_t, cutlass::arch::Sm90, 256, true, true, false, false, 1>, flash::VarlenDynamicPersistentTileScheduler<128, 80, 256, 128, false, true, true, true, false, true> > > >(flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<128>, cute::C<80>, cute::C<256> >, 256, cutlass::bfloat16_t, float, cutlass::arch::Sm90, true, false, false, true, true, false, false, true, true, true, false, false, cutlass::bfloat16_t, 1>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<128>, cute::C<256>, cute::C<80> >, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cutlass::bfloat16_t, cutlass::arch::Sm90, 256, true, true, false, false, 1>, flash::VarlenDynamicPersistentTileScheduler<128, 80, 256, 128, false, true, true, true, false, true> > >::Params)",1.34
18,vllm::qwen_gdn_attention_core,custom,"void cutlass::device_kernel<flat::kernel::FlatKernelTmaWarpSpecializedDeltaRule<flat::collective::FlatMainloopTmaWarpSpecializedDeltaRule<cutlass::bfloat16_t, float, float, cute::tuple<cute::C<64>, cute::C<64>, cute::C<128> >, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >, flat::kernel::IndividualTileScheduler<flat::kernel::GVATag>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > > >(flat::kernel::FlatKernelTmaWarpSpecializedDeltaRule<flat::collective::FlatMainloopTmaWarpSpecializedDeltaRule<cutlass::bfloat16_t, float, float, cute::tuple<cute::C<64>, cute::C<64>, cute::C<128> >, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >, flat::kernel::IndividualTileScheduler<flat::kernel::GVATag>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >::Params)",2.31
19,_C_cache_ops::reshape_and_cache_flash,custom,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(__nv_bfloat16 const*, __nv_bfloat16 const*, __nv_bfloat16*, __nv_bfloat16*, long const*, long, long, long, long, long, int, int, int, float const*, float const*, int)",0.21
20,_vllm_fa3_C::get_scheduler_metadata,custom,"void flash::prepare_varlen_num_blocks_kernel<1, false>(int, int, int, int const*, int const*, int const*, int const*, int const*, int const*, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int*, int*, int*, int*, int*, bool, bool, bool, int)",<0.01
20,_vllm_fa3_C::get_scheduler_metadata,custom,"void flash::prepare_varlen_num_blocks_kernel<2, false>(int, int, int, int const*, int const*, int const*, int const*, int const*, int const*, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int*, int*, int*, int*, int*, bool, bool, bool, int)",<0.01
20,_vllm_fa3_C::get_scheduler_metadata,custom,"void flash::prepare_varlen_num_blocks_kernel<4, false>(int, int, int, int const*, int const*, int const*, int const*, int const*, int const*, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int*, int*, int*, int*, int*, bool, bool, bool, int)",<0.01
21,vllm::qwen_gdn_attention_core,custom,_causal_conv1d_fwd_kernel,0.81
22,vllm::qwen_gdn_attention_core,custom,_fused_post_conv_kernel,0.54
23,vllm::qwen_gdn_attention_core,custom,fused_sigmoid_gating_delta_rule_update_kernel,0.37
24,triton_per_fused_1,triton_compiled,triton_per_fused_1,0.66
25,triton_poi_fused_0,triton_compiled,triton_poi_fused_0,0.45
26,triton_poi_fused_2,triton_compiled,triton_poi_fused_2,<0.01
27,triton_poi_fused_3,triton_compiled,triton_poi_fused_3,0.03
28,triton_poi_fused_4,triton_compiled,triton_poi_fused_4,<0.01
29,triton_poi_fused_5,triton_compiled,triton_poi_fused_5,0.09
30,triton_poi_fused_6,triton_compiled,triton_poi_fused_6,0.10
31,triton_poi_fused_7,triton_compiled,triton_poi_fused_7,0.06
32,triton_poi_fused_8,triton_compiled,triton_poi_fused_8,0.16
33,triton_poi_fused__to_copy__unsafe_view_add_clone_mean_mm_mul_pow_rsqrt_silu_t_view_2,triton_compiled,triton_poi_fused__to_copy__unsafe_view_add_clone_mean_mm_mul_pow_rsqrt_silu_t_view_2,0.39
34,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_ge_lt_mul_sub_0,triton_compiled,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_ge_lt_mul_sub_0,<0.01
35,triton_poi_fused_add_bitwise_and_bitwise_or_ge_lt_mul_sub_0,triton_compiled,triton_poi_fused_add_bitwise_and_bitwise_or_ge_lt_mul_sub_0,<0.01
36,triton_poi_fused_bitwise_and_bitwise_not_bitwise_or_ge_lt_1,triton_compiled,triton_poi_fused_bitwise_and_bitwise_not_bitwise_or_ge_lt_1,<0.01
37,triton_poi_fused_mul_sigmoid_view_0,triton_compiled,triton_poi_fused_mul_sigmoid_view_0,0.01
38,triton_poi_fused_mul_silu_slice_2,triton_compiled,triton_poi_fused_mul_silu_slice_2,0.44
39,triton_poi_fused_mul_silu_slice_4,triton_compiled,triton_poi_fused_mul_silu_slice_4,1.32
40,triton_red_fused_1,triton_compiled,triton_red_fused_1,0.02
41,triton_red_fused_6,triton_compiled,triton_red_fused_6,0.04
42,triton_red_fused_7,triton_compiled,triton_red_fused_7,0.07
43,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_1,triton_compiled,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_1,0.09
