operator_id,operator_name,operator_kind,kernel_name,kernel_time_percent(%)
47,null,fused_communication_compute,"void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 2, true, true>(flashinfer::trtllm_allreduce_fusion::AllReduceFusionParams<__nv_bfloat16>)",0.56
48,vllm::flashinfer_trtllm_fused_allreduce_norm,fused_communication_compute,"void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_twoshot_sync<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 2, true>(flashinfer::trtllm_allreduce_fusion::AllReduceFusionParams<__nv_bfloat16>, std::array<int, 2>, std::array<int, 2>)",0.16
49,null,unattributed,_causal_conv1d_update_kernel,0.20
50,null,unattributed,_compute_num_computed_tokens_kernel,<0.01
51,null,unattributed,_compute_slot_mapping_graph_kernel,<0.01
52,null,unattributed,_fused_recurrent_gated_delta_rule_packed_decode_kernel_fp32_beta,3.62
53,null,unattributed,mm_kernel_general_host_tma,11.82
54,null,unattributed,mm_kernel_splitk,0.26
55,null,unattributed,reduce_segments,0.13
56,null,unattributed,zeros_kernel,0.05
57,symm_mem::two_shot_all_reduce_,communication,"void (anonymous namespace)::two_shot_all_reduce_kernel_inplace<c10::BFloat16, 16, 2>(c10::BFloat16**, unsigned long, unsigned long, unsigned int**, unsigned long, unsigned long)",0.10
58,record_param_comms,communication,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),0.11
59,vllm::all_reduce,communication,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<4096ul>),5.88
60,_C_custom_ar::all_reduce,communication,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, 2>(vllm::RankData*, vllm::RankSignals, vllm::Signal*, __nv_bfloat16*, int, int)",0.55
