operator_id,operator_name,operator_kind,kernel_name,kernel_time_percent(%)
12,aten::index,aten,"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",0.17
12,aten::index,aten,"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",0.01
12,aten::index,aten,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",0.06
13,aten::masked_fill_,aten,masked_fill_kernel_kernel_rank_2,0.01
13,aten::masked_fill_,aten,masked_fill_kernel_kernel_rank_4,0.04
14,aten::mean,aten,mean_dim_kernel_inner,2.63
15,aten::mm,aten,gemv_kernel,1.09
15,aten::mm,aten,mm_kernel_general_host_tma,13.20
16,aten::mul,aten,mul_broadcast_2d_kernel,5.16
16,aten::mul,aten,mul_generic_nd_kernel,0.89
16,aten::mul,aten,mul_kernel,1.08
17,aten::pow,aten,pow_func_tensor_scalar_kernel_rank_1,3.66
18,aten::rsqrt,aten,rsqrt_func_kernel_rank_1,0.50
19,aten::scatter_,aten,_scatter_jit_function,<0.01
20,aten::sigmoid,aten,sigmoid_forward_kernel_rank_1,0.29
21,aten::silu,aten,silu_forward_kernel_rank_1,0.65
22,aten::sub,aten,sub_func_kernel_rank_1,0.09
22,aten::sub,aten,sub_func_tensor_scalar_kernel_rank_1,<0.01
23,aten::zero_,aten,zeros_kernel,0.17
24,aten::zeros,aten,zeros_kernel,0.49
25,vllm::qwen_gdn_attention_core,custom,"void cutlass::device_kernel<flat::kernel::FlatKernelTmaWarpSpecializedDeltaRule<flat::collective::FlatMainloopTmaWarpSpecializedDeltaRule<cutlass::bfloat16_t, float, float, cute::tuple<cute::C<64>, cute::C<64>, cute::C<128> >, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >, flat::kernel::IndividualTileScheduler<flat::kernel::GVATag>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > > >(flat::kernel::FlatKernelTmaWarpSpecializedDeltaRule<flat::collective::FlatMainloopTmaWarpSpecializedDeltaRule<cutlass::bfloat16_t, float, float, cute::tuple<cute::C<64>, cute::C<64>, cute::C<128> >, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >, flat::kernel::IndividualTileScheduler<flat::kernel::GVATag>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >::Params)",2.38
26,vllm::moe_forward_shared,custom,_silu_and_mul_kernel_kernel_rank_2,<0.01
27,vllm::moe_forward_shared,custom,fused_moe_kernel,23.47
28,vllm::moe_forward_shared,custom,moe_sum_kernel,0.30
29,vllm::moe_forward_shared,custom,topk_gating_softmax_kernel,0.67
30,vllm::qwen_gdn_attention_core,custom,_causal_conv1d_fwd_kernel,0.77
31,vllm::qwen_gdn_attention_core,custom,_causal_conv1d_update_kernel,0.31
32,vllm::qwen_gdn_attention_core,custom,_fused_post_conv_kernel,0.55
33,vllm::qwen_gdn_attention_core,custom,_fused_recurrent_gated_delta_rule_packed_decode_kernel_fp32_beta,3.90
34,vllm::qwen_gdn_attention_core,custom,fused_sigmoid_gating_delta_rule_update_kernel,0.33
35,vllm::unified_attention_with_output,custom,kernel_unified_attention,10.10
36,vllm::unified_attention_with_output,custom,reduce_segments,0.17
37,vllm::unified_kv_cache_update,custom,reshape_and_cache_kernel_flash,0.13
38,triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0,triton_compiled,triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0,<0.01
39,triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,triton_compiled,triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,<0.01
40,triton_poi_fused___and_____or___bitwise_not_ge_lt_1,triton_compiled,triton_poi_fused___and_____or___bitwise_not_ge_lt_1,<0.01
41,null,unattributed,_compute_num_computed_tokens_kernel,<0.01
42,null,unattributed,_compute_slot_mapping_graph_kernel,0.01
43,moe_align_block_size_stage1,custom,moe_align_block_size_stage1,0.31
44,moe_align_block_size_stage2_vec,custom,moe_align_block_size_stage2_vec,0.43
45,moe_align_block_size_stage3,custom,moe_align_block_size_stage3,0.19
46,moe_align_block_size_stage4,custom,moe_align_block_size_stage4,0.38
47,SiluAndMul,runtime_operator,silu_and_mul_kernel_kernel_rank_1,<0.01
47,SiluAndMul,runtime_operator,silu_and_mul_kernel_kernel_rank_2,0.23
48,symm_mem::two_shot_all_reduce_,communication,"void (anonymous namespace)::two_shot_all_reduce_kernel_inplace<c10::BFloat16, 16, 2>(c10::BFloat16**, unsigned long, unsigned long, unsigned int**, unsigned long, unsigned long)",3.51
49,record_param_comms,communication,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),0.27
50,_C_custom_ar::all_reduce,communication,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, 2>(vllm::RankData*, vllm::RankSignals, vllm::Signal*, __nv_bfloat16*, int, int)",1.26
